notation	description	uri
BK 2500 - BK 8300	Spezielle Moraltheologie/Spezielle Ethik	https://th-wildau.de/rvk-short/BK2500-BK8300
BL	Christliche Gesellschaftslehre	https://th-wildau.de/rvk-short/BL
BL 1000 - BL 1440	Allgemeines	https://th-wildau.de/rvk-short/BL1000-BL1440
BL 1500 - BL 1790	Sammelwerke	https://th-wildau.de/rvk-short/BL1500-BL1790
BL 1830 - BL 1890	Quellen	https://th-wildau.de/rvk-short/BL1830-BL1890
BL 1900	Statistik	https://th-wildau.de/rvk-short/BL1900
BL 2020 - BL 2660	Geschichte der christlichen Gesellschaftslehre	https://th-wildau.de/rvk-short/BL2020-BL2660
BL 2800 - BL 2980	Gegenwartsfragen	https://th-wildau.de/rvk-short/BL2800-BL2980
BL 3000 - BL 3370	Grundfragen der christlichen Gesellschaftslehre	https://th-wildau.de/rvk-short/BL3000-BL3370
BL 3400 - BL 3530	Die Soziale Frage	https://th-wildau.de/rvk-short/BL3400-BL3530
BL 4000 - BL 4880	Sozialtheorien und Sozialsysteme	https://th-wildau.de/rvk-short/BL4000-BL4880
BL 5000 - BL 5160	Kirche und soziale Ordnung	https://th-wildau.de/rvk-short/BL5000-BL5160
BL 5200 - BL 5460	Formen und Strukturen der Gesellschaft	https://th-wildau.de/rvk-short/BL5200-BL5460
BL 5500	Sozialpolitik	https://th-wildau.de/rvk-short/BL5500
BL 5600	Beruf	https://th-wildau.de/rvk-short/BL5600
BL 5700	Freizeitgestaltung	https://th-wildau.de/rvk-short/BL5700
BL 5800 - BL 5885	Interessen- und Konkurrenzgemeinschaften	https://th-wildau.de/rvk-short/BL5800-BL5885
BL 5900 - BL 5985	Christlich-soziale Bewegung	https://th-wildau.de/rvk-short/BL5900-BL5985
BL 6000 - BL 6215	Staat	https://th-wildau.de/rvk-short/BL6000-BL6215
BL 6220 - BL 6300	Grundrechte, Menschenrechte	https://th-wildau.de/rvk-short/BL6220-BL6300
BL 6420 - BL 6680	Parteiwesen	https://th-wildau.de/rvk-short/BL6420-BL6680
BL 7000 - BL 7650	Politik	https://th-wildau.de/rvk-short/BL7000-BL7650
BL 7650	Politische Bildung	https://th-wildau.de/rvk-short/BL7650
BL 7700	Völkergemeinschaft (z.B. UNO)	https://th-wildau.de/rvk-short/BL7700
BL 7750	Entwicklungshilfe	https://th-wildau.de/rvk-short/BL7750
BL 8000 - BL 8940	Wirtschaft	https://th-wildau.de/rvk-short/BL8000-BL8940
BL 9000 - BL 9540	Kultur und Bildung	https://th-wildau.de/rvk-short/BL9000-BL9540
BL 9600 - BL 9700	Gesellschaftsformende, kulturelle Faktoren	https://th-wildau.de/rvk-short/BL9600-BL9700
BL 9900 - BL 9980	Friedensforschung und Konfliktforschung	https://th-wildau.de/rvk-short/BL9900-BL9980
BM	Theologie des geistlichen Lebens	https://th-wildau.de/rvk-short/BM
BM 1000 - BM 1060	Allgemeines	https://th-wildau.de/rvk-short/BM1000-BM1060
BM 1100 - BM 1155	Gesamtdarstellungen	https://th-wildau.de/rvk-short/BM1100-BM1155
BM 1160 - BM 1190	Methodologie	https://th-wildau.de/rvk-short/BM1160-BM1190
BM 1200 - BM 1280	Geschichtliche Darstellungen zur geistlichen Theologie	https://th-wildau.de/rvk-short/BM1200-BM1280
BM 1400 - BM 1490	Darstellungen zur geistlichen Theologie nach Ländern	https://th-wildau.de/rvk-short/BM1400-BM1490
BM 1500 - BM 1810	Literarische Gattungen geistlicher Literatur	https://th-wildau.de/rvk-short/BM1500-BM1810
BM 1905 - BM 1980	Sprachwissenschaftliche Untersuchungen	https://th-wildau.de/rvk-short/BM1905-BM1980
BM 2000 - BM 7990	Quellen zur Theologie des geistlichen Lebens	https://th-wildau.de/rvk-short/BM2000-BM7990
BM 8000 - BM 9550	Systematische Darstellungen zur Theologie des geistlichen Lebens	https://th-wildau.de/rvk-short/BM8000-BM9550
BN	Dogmatik und Dogmengeschichte	https://th-wildau.de/rvk-short/BN
BN 1000 - BN 1450	Allgemeines	https://th-wildau.de/rvk-short/BN1000-BN1450
BN 1500 - BN 1530	Quellen	https://th-wildau.de/rvk-short/BN1500-BN1530
BN 1600 - BN 1655	Gesamtdarstellungen	https://th-wildau.de/rvk-short/BN1600-BN1655
BN 1700 - BN 1740	Sammelwerke (soweit nicht bei BB)	https://th-wildau.de/rvk-short/BN1700-BN1740
BN 1900 - BN 1945	Einleitung in die Dogmatik	https://th-wildau.de/rvk-short/BN1900-BN1945
BN 2000 - BN 2055	Dogmengeschichtliche Darstellungen	https://th-wildau.de/rvk-short/BN2000-BN2055
BN 2120 - BN 2999	Autoren	https://th-wildau.de/rvk-short/BN2120-BN2999
BN 3000 - BN 9300	Spezielle Dogmatik	https://th-wildau.de/rvk-short/BN3000-BN9300
BO	Patrologie und Kirchengeschichte	https://th-wildau.de/rvk-short/BO
BO 1000 - BO 1140	Nachschlagewerke	https://th-wildau.de/rvk-short/BO1000-BO1140
BO 1150 - BO 1205	Quellenkunde und Quellensammlungen	https://th-wildau.de/rvk-short/BO1150-BO1205
BO 1210 - BO 1269	Hand- und Lehrbücher sowie Gesamtdarstellungen	https://th-wildau.de/rvk-short/BO1210-BO1269
BO 1270 - BO 1305	Studium der Kirchengeschichte und Historiographie	https://th-wildau.de/rvk-short/BO1270-BO1305
BO 1320 - BO 1355	Sammelwerke	https://th-wildau.de/rvk-short/BO1320-BO1355
BO 1360 - BO 1510	Historische Hilfswissenschaften	https://th-wildau.de/rvk-short/BO1360-BO1510
BO 1520 - BO 1520	Schriftenreihen	https://th-wildau.de/rvk-short/BO1520-BO1520
BO 1600 - BO 1995	Kirchengeschichte nach Sachgebieten	https://th-wildau.de/rvk-short/BO1600-BO1995
BO 2000 - BO 7050	Kirchengeschichte nach Perioden	https://th-wildau.de/rvk-short/BO2000-BO7050
BO 9000 - BO 9730	Christliche Archäologie und Kunstgeschichte	https://th-wildau.de/rvk-short/BO9000-BO9730
BP	Evangelische Kirchengeschichte	https://th-wildau.de/rvk-short/BP
BP 1000	Allgemeine Geschichte des Protestantismus	https://th-wildau.de/rvk-short/BP1000
BP 1100 - BP 1800	Allgemeine Geschichte des Protestantismus außerhalb Deutschlands	https://th-wildau.de/rvk-short/BP1100-BP1800
BP 2000 - BP 5700	Evangelische Kirchengeschichte Deutschlands	https://th-wildau.de/rvk-short/BP2000-BP5700
BP 5800 - BP 5830	Evangelische Kirchengeschichte Österreichs	https://th-wildau.de/rvk-short/BP5800-BP5830
BP 6000 - BP 6350	Territorialkirchengeschichte	https://th-wildau.de/rvk-short/BP6000-BP6350
BP 6500 - BP 6750	Geschichte protestantischer Glaubensbewegungen	https://th-wildau.de/rvk-short/BP6500-BP6750
BP 6800 - BP 6900	Evangelisch-Lutherische Kirche	https://th-wildau.de/rvk-short/BP6800-BP6900
BP 7000 - BP 7300	Evangelisch-Reformierte Kirche	https://th-wildau.de/rvk-short/BP7000-BP7300
BP 7400 - BP 7430	Unionskirchen	https://th-wildau.de/rvk-short/BP7400-BP7430
BP 7500 - BP 7790	Freikirchen und Sondergruppen	https://th-wildau.de/rvk-short/BP7500-BP7790
BP 8000 - BP 8200	Anglikanische Kirche	https://th-wildau.de/rvk-short/BP8000-BP8200
BP 8500 - BP 8840	Geschichte der Ökumenischen Bewegung	https://th-wildau.de/rvk-short/BP8500-BP8840
BP 9000 - BP 9020	Übrige Kirchen und Religionsgemeinschaften	https://th-wildau.de/rvk-short/BP9000-BP9020
BP 9500 - BP 9700	Kirche und Gesellschaft	https://th-wildau.de/rvk-short/BP9500-BP9700
BQ	Evangelische Praktische Theologie	https://th-wildau.de/rvk-short/BQ
BQ 1000 - BQ 1350	Allgemeines	https://th-wildau.de/rvk-short/BQ1000-BQ1350
BQ 1500 - BQ 1820	Pastoraltheologie, kirchliche Ämter	https://th-wildau.de/rvk-short/BQ1500-BQ1820
BQ 2000 - BQ 2950	Gemeindeaufbau, Gemeindeleitung, Kirche	https://th-wildau.de/rvk-short/BQ2000-BQ2950
BQ 3000 - BQ 3830	Homiletik	https://th-wildau.de/rvk-short/BQ3000-BQ3830
BQ 4000 - BQ 4980	Liturgik	https://th-wildau.de/rvk-short/BQ4000-BQ4980
BQ 5000 - BQ 5480	Amtshandlungen	https://th-wildau.de/rvk-short/BQ5000-BQ5480
BQ 5500 - BQ 6180	Seelsorge	https://th-wildau.de/rvk-short/BQ5500-BQ6180
BQ 6500 - BQ 6710	Spiritualität	https://th-wildau.de/rvk-short/BQ6500-BQ6710
BQ 7000 - BQ 7800	Katechetik, Religionspädagogik, Gemeindepädagogik	https://th-wildau.de/rvk-short/BQ7000-BQ7800
BQ 8000 - BQ 8495	Diakonie	https://th-wildau.de/rvk-short/BQ8000-BQ8495
BQ 8500 - BQ 8840	Ökumene	https://th-wildau.de/rvk-short/BQ8500-BQ8840
BQ 9000 - BQ 9530	Missionswissenschaft	https://th-wildau.de/rvk-short/BQ9000-BQ9530
BR	Kirchenrecht	https://th-wildau.de/rvk-short/BR
BR 1000 - BR 1990	Allgemeines	https://th-wildau.de/rvk-short/BR1000-BR1990
BR 2000 - BR 2900	Kirchliche Rechtsquellen	https://th-wildau.de/rvk-short/BR2000-BR2900
BR 3000 - BR 3800	Kirchliche Rechtsgeschichte	https://th-wildau.de/rvk-short/BR3000-BR3800
BR 4000 - BR 6690	Sonderdarstellungen zum Kirchenrecht	https://th-wildau.de/rvk-short/BR4000-BR6690
BR 7000 - BR 7150	Evangelisches Kirchenrecht	https://th-wildau.de/rvk-short/BR7000-BR7150
BR 7200 - BR 7400	Weiteres christliches Kirchenrecht	https://th-wildau.de/rvk-short/BR7200-BR7400
BR 7500 - BR 7600	Nichtchristliches Religionsrecht	https://th-wildau.de/rvk-short/BR7500-BR7600
BR 8000 - BR 8400	Staat und Kirche	https://th-wildau.de/rvk-short/BR8000-BR8400
BR 8500 - BR 8600	Römisches Recht	https://th-wildau.de/rvk-short/BR8500-BR8600
BR 8700 - BR 8950	Staatliches Recht	https://th-wildau.de/rvk-short/BR8700-BR8950
BS	Liturgiewissenschaft	https://th-wildau.de/rvk-short/BS
BS 1000 - BS 1250	Allgemeines	https://th-wildau.de/rvk-short/BS1000-BS1250
BS 1300 - BS 1490	Theologische Grundfragen	https://th-wildau.de/rvk-short/BS1300-BS1490
BS 1500 - BS 1980	Allgemeine Liturgiegeschichte	https://th-wildau.de/rvk-short/BS1500-BS1980
BS 2000 - BS 4980	Spezielle Liturgik	https://th-wildau.de/rvk-short/BS2000-BS4980
BS 5000 - BS 5080	Nichtchristliche Kulte	https://th-wildau.de/rvk-short/BS5000-BS5080
BS 5100 - BS 5170	Jüdischer Gottesdienst	https://th-wildau.de/rvk-short/BS5100-BS5170
BS 5200 - BS 5850	Orientalische Liturgien	https://th-wildau.de/rvk-short/BS5200-BS5850
BS 6000 - BS 6575	Lateinische Liturgien	https://th-wildau.de/rvk-short/BS6000-BS6575
BS 6600 - BS 6990	Reformatorische Liturgien	https://th-wildau.de/rvk-short/BS6600-BS6990
BS 7000 - BS 7450	Pastoralliturgische Fragen	https://th-wildau.de/rvk-short/BS7000-BS7450
BT	Pastoraltheologie und Missionswissenschaft	https://th-wildau.de/rvk-short/BT
BT 1000 - BT 1250	Allgemeines	https://th-wildau.de/rvk-short/BT1000-BT1250
BT 1300 - BT 1450	Quellen und Gesamtdarstellungen zur Pastoraltheologie	https://th-wildau.de/rvk-short/BT1300-BT1450
BT 1500 - BT 1940	Sammelwerke zur Pastoraltheologie	https://th-wildau.de/rvk-short/BT1500-BT1940
BT 1950 - BT 1980	Einzeldarstellungen zur Pastoraltheologie unter verschiedenen Bedingungen	https://th-wildau.de/rvk-short/BT1950-BT1980
BT 2000 - BT 4000	Einzeldarstellungen zur Pastoraltheologie	https://th-wildau.de/rvk-short/BT2000-BT4000
BT 5000 - BT 5450	Psychologie als Hilfswissenschaft der Pastoraltheologie	https://th-wildau.de/rvk-short/BT5000-BT5450
BT 7000 - BT 7530	Missionswissenschaft	https://th-wildau.de/rvk-short/BT7000-BT7530
BU	Religionspädagogik und Katechetik	https://th-wildau.de/rvk-short/BU
BU 1000 - BU 1250	Allgemeines	https://th-wildau.de/rvk-short/BU1000-BU1250
BU 1300 - BU 1340	Quellen und Klassiker	https://th-wildau.de/rvk-short/BU1300-BU1340
BU 1410 - BU 1430	Neuere systematische Werke	https://th-wildau.de/rvk-short/BU1410-BU1430
BU 1500 - BU 1560	Werke zur Geschichte der Erziehungswissenschaft, Religionspädagogik und Katechetik	https://th-wildau.de/rvk-short/BU1500-BU1560
BU 1600 - BU 1600	Biografien und Monografien	https://th-wildau.de/rvk-short/BU1600-BU1600
BU 1700 - BU 1720	Tatsachenforschung	https://th-wildau.de/rvk-short/BU1700-BU1720
BU 1810 - BU 1860	Vergleichende Erziehungswissenschaft, Religionspädagogik und Katechetik	https://th-wildau.de/rvk-short/BU1810-BU1860
BU 2100 - BU 3300	Erziehung, Religionsunterricht und Katechese Heranwachsender	https://th-wildau.de/rvk-short/BU2100-BU3300
BU 3500 - BU 3800	Erwachsenenbildung	https://th-wildau.de/rvk-short/BU3500-BU3800
BU 4000 - BU 5700	Aufgaben und Inhalte der religiösen und christlichen Bildung und Erziehung	https://th-wildau.de/rvk-short/BU4000-BU5700
BU 6100 - BU 6500	Didaktik und Methodik von Religionsunterricht und Katechese	https://th-wildau.de/rvk-short/BU6100-BU6500
BU 7000 - BU 7250	Träger und Medien der Erziehung und Bildung, des Religionsunterrichts und der Katechese	https://th-wildau.de/rvk-short/BU7000-BU7250
BU 8100 - BU 8700	Menschen als Adressaten und Partner von Erziehung, Unterweisung und Katechese	https://th-wildau.de/rvk-short/BU8100-BU8700
BV	Homiletik	https://th-wildau.de/rvk-short/BV
BV 1100 - BV 1400	Allgemeines	https://th-wildau.de/rvk-short/BV1100-BV1400
BV 1500 - BV 1950	Quellen und Geschichte der Predigt und Homiletik	https://th-wildau.de/rvk-short/BV1500-BV1950
BV 2000 - BV 2900	Predigtforschung und Predigtvergleich	https://th-wildau.de/rvk-short/BV2000-BV2900
BV 3000 - BV 3300	Prinzipielle Homiletik	https://th-wildau.de/rvk-short/BV3000-BV3300
BV 4000 - BV 4000	Materielle Homiletik	https://th-wildau.de/rvk-short/BV4000-BV4000
BV 4100 - BV 8600	Die Gegenstände der Predigt	https://th-wildau.de/rvk-short/BV4100-BV8600
BV 9000 - BV 9450	Grundlagen, Nachbargebiete und Grenzfragen der Homiletik	https://th-wildau.de/rvk-short/BV9000-BV9450
BW	Evangelische Theologie	https://th-wildau.de/rvk-short/BW
BW 10000 - BW 10200	Allgemeines	https://th-wildau.de/rvk-short/BW10000-BW10200
BW 11000 - BW 46000	Evangelische Theologiegeschichte	https://th-wildau.de/rvk-short/BW11000-BW46000
BW 50000 - BW 63600	Evangelische Theologie der Gegenwart	https://th-wildau.de/rvk-short/BW50000-BW63600
CA - CK	Philosophie	https://th-wildau.de/rvk-short/CA-CK
CA 1000	Zeitschriften und Reihenwerke	https://th-wildau.de/rvk-short/CA1000
CB	Allgemeines	https://th-wildau.de/rvk-short/CB
CB 1200 - CB 1600	Bibliografien	https://th-wildau.de/rvk-short/CB1200-CB1600
CB 3500 - CB 4450	Lexika, Nachschlagewerke, Enzyklopädien, Gesammelte Abhandlungen	https://th-wildau.de/rvk-short/CB3500-CB4450
CB 4500 - CB 4900	Organisation und Pflege des Faches	https://th-wildau.de/rvk-short/CB4500-CB4900
CB 5100 - CB 5150	Varia	https://th-wildau.de/rvk-short/CB5100-CB5150
CB 5170	Philosophische Praxis	https://th-wildau.de/rvk-short/CB5170
CC	Systematische Philosophie	https://th-wildau.de/rvk-short/CC
CC 1000	Versuche zur Grundlegung der Philosophie, Gesamtsysteme	https://th-wildau.de/rvk-short/CC1000
CC 1100	Untersuchungen zur Philosophie	https://th-wildau.de/rvk-short/CC1100
CC 1200	Geschichte und Untersuchungen philosophischer Methoden	https://th-wildau.de/rvk-short/CC1200
CC 2000 - CC 2600	Logik	https://th-wildau.de/rvk-short/CC2000-CC2600
CC 3000 - CC 3300	Allgemeine Wissenschaftstheorie	https://th-wildau.de/rvk-short/CC3000-CC3300
CC 3400 - CC 3900	Spezielle Wissenschaftstheorie	https://th-wildau.de/rvk-short/CC3400-CC3900
CC 4000 - CC 4500	Erkenntnistheorie	https://th-wildau.de/rvk-short/CC4000-CC4500
CC 4600 - CC 4800	Sprachphilosophie	https://th-wildau.de/rvk-short/CC4600-CC4800
CC 4900 - CC 5100	Analytische Philosophie	https://th-wildau.de/rvk-short/CC4900-CC5100
CC 5200	Philosophische Kybernetik	https://th-wildau.de/rvk-short/CC5200
CC 5300 - CC 5680	Philosophie des Geistes	https://th-wildau.de/rvk-short/CC5300-CC5680
CC 5800 - CC 6020	Ontologie und Metaphysik	https://th-wildau.de/rvk-short/CC5800-CC6020
CC 6100 - CC 6350	Naturphilosophie	https://th-wildau.de/rvk-short/CC6100-CC6350
CC 6400 - CC 6600	Philosophische Anthropologie	https://th-wildau.de/rvk-short/CC6400-CC6600
CC 6700 - CC 6900	Ästhetik und Kunstphilosophie	https://th-wildau.de/rvk-short/CC6700-CC6900
CC 6950 - CC 6960	Handlungstheorie	https://th-wildau.de/rvk-short/CC6950-CC6960
CC 7000 - CC 7267	Ethik	https://th-wildau.de/rvk-short/CC7000-CC7267
CC 7300 - CC 7950	Rechts-, Gesellschafts- und Staatsphilosophie	https://th-wildau.de/rvk-short/CC7300-CC7950
CC 8000 - CC 8300	Geschichts- und Kulturphilosophie	https://th-wildau.de/rvk-short/CC8000-CC8300
CC 8400	Medienphilosophie	https://th-wildau.de/rvk-short/CC8400
CC 8480 - CC 8500	Religionsphilosophie	https://th-wildau.de/rvk-short/CC8480-CC8500
CC 8600	Feministische Philosophie; Geschlechterforschung (Gender Studies)	https://th-wildau.de/rvk-short/CC8600
CC 8700	Technikphilosophie	https://th-wildau.de/rvk-short/CC8700
CD - CK	Geschichte der Philosophie	https://th-wildau.de/rvk-short/CD-CK
CD 1000 - CD 1040	Allgemeine bzw. Weltgeschichte der Philosophie	https://th-wildau.de/rvk-short/CD1000-CD1040
CD 1100 - CI 8000	Geschichte der Philosophie des Abendlandes von Antike bis 20. Jahrhundert	https://th-wildau.de/rvk-short/CD1100-CI8000
CI 8500 - CI 9900	Geschichte der Philosophie außerhalb der abendländischen Tradition	https://th-wildau.de/rvk-short/CI8500-CI9900
CK 1000 - CK 7080	Geschichte der Philosophie des Abendlandes des 21. Jahrhundert	https://th-wildau.de/rvk-short/CK1000-CK7080
CL - CZ	Psychologie	https://th-wildau.de/rvk-short/CL-CZ
CL 1000	Zeitschriften	https://th-wildau.de/rvk-short/CL1000
CM	Allgemeines. Geschichte und Methodik	https://th-wildau.de/rvk-short/CM
CM 1000	Allgemeine und einführende Werke	https://th-wildau.de/rvk-short/CM1000
CM 1100	Klassiker und Vorläufer der Psychologie	https://th-wildau.de/rvk-short/CM1100
CM 2000	Geschichte der Psychologie	https://th-wildau.de/rvk-short/CM2000
CM 2200	Methodik und Wissenschaftstheorie der Psychologie	https://th-wildau.de/rvk-short/CM2200
CM 2500	Mathematische Psychologie	https://th-wildau.de/rvk-short/CM2500
CM 3000	Methoden der Psychologie (Testtheorie, Skalierung, Faktorenanalyse u.ä.)	https://th-wildau.de/rvk-short/CM3000
CM 3200	Messtheorie und Skalierung	https://th-wildau.de/rvk-short/CM3200
CM 3300	Evaluation	https://th-wildau.de/rvk-short/CM3300
CM 3400	Metaanalyse	https://th-wildau.de/rvk-short/CM3400
CM 3500	Experimentelle Methodik (Praktika, Stichprobentheorie, Versuchsplanung)	https://th-wildau.de/rvk-short/CM3500
CM 3600	Qualitative Methode	https://th-wildau.de/rvk-short/CM3600
CM 4000	Statistik	https://th-wildau.de/rvk-short/CM4000
CM 4100	Multivariate Analyse	https://th-wildau.de/rvk-short/CM4100
CM 4200	Veränderungsmessung, Fallstudie, Zeitreihenanalyse	https://th-wildau.de/rvk-short/CM4200
CM 4300	Nichtparametrisches Verfahren	https://th-wildau.de/rvk-short/CM4300
CM 4400	Datenanalyse	https://th-wildau.de/rvk-short/CM4400
CM 5000	Informationstheorie, Kybernetik	https://th-wildau.de/rvk-short/CM5000
CM 5500	Entscheidungstheorie, Spieltheorie	https://th-wildau.de/rvk-short/CM5500
CM 6000 - CM 6100	Psychologieunterricht	https://th-wildau.de/rvk-short/CM6000-CM6100
CM 6500	Berufsfragen, Standesfragen	https://th-wildau.de/rvk-short/CM6500
CN	Nachschlagewerke	https://th-wildau.de/rvk-short/CN
CN 1500	Sachwörterbücher	https://th-wildau.de/rvk-short/CN1500
CN 2500	Kataloge, Bibliografisches	https://th-wildau.de/rvk-short/CN2500
CN 3000	Kongressberichte	https://th-wildau.de/rvk-short/CN3000
CN 3500	Biografien, Gedenkreden	https://th-wildau.de/rvk-short/CN3500
CN 4000	Festschriften	https://th-wildau.de/rvk-short/CN4000
CN 4500	Gesammelte Abhandlungen eines Verfassers	https://th-wildau.de/rvk-short/CN4500
CN 4600	Gesammelte Abhandlungen mehrerer Verfasser	https://th-wildau.de/rvk-short/CN4600
CP	Allgemeine Psychologie	https://th-wildau.de/rvk-short/CP
CP 1000	Einführungen und Lehrbücher, Kompendien, Serien	https://th-wildau.de/rvk-short/CP1000
CP 2000	Wahrnehmung allgemein	https://th-wildau.de/rvk-short/CP2000
CP 2500	Wahrnehmung speziell (z.B. Sehen, Hören)	https://th-wildau.de/rvk-short/CP2500
CP 3000	Motivation und Gefühl	https://th-wildau.de/rvk-short/CP3000
CP 3100	Motivation und Handlung	https://th-wildau.de/rvk-short/CP3100
CP 3200	Gefühl	https://th-wildau.de/rvk-short/CP3200
CP 3500 - CP 3900	Konflikt, Angst, Aggression, Frustration, Stress	https://th-wildau.de/rvk-short/CP3500-CP3900
CP 4000	Kognitive Prozesse (Denken, Urteil, Problemlösen, Begriffsbildung, Assoziation)	https://th-wildau.de/rvk-short/CP4000
CP 4100	Denken	https://th-wildau.de/rvk-short/CP4100
CP 4200	Urteilen	https://th-wildau.de/rvk-short/CP4200
CP 4300	Problemlösen	https://th-wildau.de/rvk-short/CP4300
CP 4400	Gedächtnis	https://th-wildau.de/rvk-short/CP4400
CP 4500	Wissen	https://th-wildau.de/rvk-short/CP4500
CP 4600	Bewusstsein	https://th-wildau.de/rvk-short/CP4600
CP 5000	Lernen und Gedächtnis	https://th-wildau.de/rvk-short/CP5000
CP 5100	Psychologische Lerntheorien	https://th-wildau.de/rvk-short/CP5100
CP 5200	Arten des Lernens	https://th-wildau.de/rvk-short/CP5200
CP 5300	Lernmotivation	https://th-wildau.de/rvk-short/CP5300
CP 6000	Aufmerksamkeit, Vigilanz	https://th-wildau.de/rvk-short/CP6000
CP 6500	Psycholinguistik	https://th-wildau.de/rvk-short/CP6500
CP 7000	Psychomotorik, Handeln, Leistung (human performance)	https://th-wildau.de/rvk-short/CP7000
